Plan;Identificacion;Nombres;Inicio Vigencia;Fin Vigencia; Suma Asegurada ;Tipo Objeto;Uso Bien;Actividad;Tipo Material;Descripci½n;Pais;Provincia;Distrito;Corregimiento;Barriada;Edificio
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080846
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;7/7/2025;7/7/2026;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0005-00055;MARIA PEREZ;8/7/2025;8/7/2026;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080845
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
1_9;08-0850-00229;JUAN RAUL MARTINEZ;5/7/2025;5/7/2026;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80809;0;8080853
