Plan;Identificacion;Nombres;Inicio Vigencia;Fin Vigencia; Suma Asegurada ;Tipo Objeto;Uso Bien;Actividad;Tipo Material;Descripción;Pais;Provincia;Distrito;Corregimiento;Barriada;Edificio
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080214
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080214
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080215
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080215
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080216
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080216
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080217
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080217
1_9;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080218
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080218
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080219
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080219
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080220
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080220
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080221
1_10;111223-1111;Juan Carlos Perez Gomez;7/12/2025;7/12/2026;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080221
1_10;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080222
1_10;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080222
1_10;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080223
1_10;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080223
1_10;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080224
1_10;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080224
1_17;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080225
1_17;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080225
1_17;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080226
1_17;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080226
1_17;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080227
1_17;111223-1111;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080227
1_17;111223-1112;Juan Carlos Perez Gomez;14/12/2025;14/12/2026;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080228
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080228
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080229
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080229
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080230
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080230
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080231
1_17;04-0004-00380;LUIS JARAMILLO;14/12/2025;14/12/2026;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080231
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080232
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080232
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080233
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080233
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080234
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080234
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080235
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080235
1_9;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080236
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080236
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080237
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080237
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080238
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080238
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080239
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080239
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080240
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080240
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080241
1_10;111223-1111;Juan Carlos Perez Gomez;21/12/2025;21/12/2026;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080241
1_10;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080242
1_10;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080242
1_17;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080243
1_17;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080243
1_17;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080244
1_17;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080244
1_17;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080245
1_17;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080245
1_17;111223-1112;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080246
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080246
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080247
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080247
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080248
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080248
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080249
1_17;04-0004-00380;LUIS JARAMILLO;28/12/2025;28/12/2026;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080249
1_9;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080250
1_9;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080250
1_9;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080251
1_9;111223-1111;Juan Carlos Perez Gomez;28/12/2025;28/12/2026;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080251
1_9;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080252
1_9;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080252
1_9;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080253
1_9;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080253
1_9;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080254
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080254
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080255
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080255
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080256
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080256
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080257
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080257
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080258
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080258
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080259
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080259
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080260
1_10;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080260
1_17;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080261
1_17;111223-1111;Juan Carlos Perez Gomez;1/1/2026;1/1/2027;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080261
1_17;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080262
1_17;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080262
1_17;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080263
1_17;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080263
1_17;111223-1112;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080264
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080264
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080265
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080265
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080266
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080266
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080267
1_17;04-0004-00380;LUIS JARAMILLO;7/1/2026;7/1/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080267
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080268
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080268
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080269
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080269
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080270
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080270
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080271
1_9;111223-1111;Juan Carlos Perez Gomez;7/1/2026;7/1/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080271
1_9;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080272
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080272
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080273
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080273
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080274
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080274
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080275
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080275
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080276
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080276
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080277
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080277
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080278
1_10;111223-1111;Juan Carlos Perez Gomez;14/1/2026;14/1/2027;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80801;0;8080278
